name,fgm,fga,fg_pct,pts,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,min,season,player_id,pos,team,date,game_id,plus_minus,dd2,start
R. Lopez,1,6,0.167,2,0,2,0.0,0,0,0.0,4,3,7,0,0,0,1,0,1,0,14.426666666666666,2019-20,201577,Center,MIL,20200106,21900546,-7,0,False
G. Hill,6,11,0.545,15,3,4,0.75,0,0,0.0,3,1,4,4,1,0,0,0,0,1,21.35,2019-20,201588,Guard,MIL,20200106,21900546,-8,0,False
D. DeRozan,11,15,0.733,25,1,1,1.0,2,2,1.0,0,3,3,7,4,0,0,1,2,1,32.666666666666664,2019-20,201942,Guard,SAS,20200106,21900546,14,0,True
D. Carroll,0,1,0.0,0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,2.3,2019-20,201960,Forward,SAS,20200106,21900546,5,0,False
P. Mills,6,10,0.6,21,6,10,0.6,3,3,1.0,0,0,0,0,0,1,0,1,0,2,22.83333333333333,2019-20,201988,Guard,SAS,20200106,21900546,11,0,False
W. Matthews,4,7,0.571,12,4,6,0.667,0,0,0.0,0,1,1,2,0,1,1,0,1,1,28.73333333333333,2019-20,202083,Guard,MIL,20200106,21900546,-6,0,True
E. Bledsoe,2,7,0.286,8,2,5,0.4,2,2,1.0,0,1,1,5,1,0,1,0,3,1,26.416666666666668,2019-20,202339,Guard,MIL,20200106,21900546,-11,0,True
K. Middleton,5,16,0.313,15,1,7,0.143,4,4,1.0,0,5,5,4,1,0,0,1,1,2,29.73333333333333,2019-20,203114,Forward,MIL,20200106,21900546,-11,0,True
G. Antetokounmpo,10,22,0.455,24,0,5,0.0,4,4,1.0,2,10,12,8,2,3,1,1,2,6,33.84,2019-20,203507,Forward,MIL,20200106,21900546,-2,1,True
T. Antetokounmpo,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2.6,2019-20,203648,Forward,MIL,20200106,21900546,-5,0,False
T. Lyles,2,11,0.182,6,2,6,0.333,0,0,0.0,3,9,12,1,1,1,0,1,1,0,19.683333333333334,2019-20,1626168,Forward,SAS,20200106,21900546,4,0,True
D. Murray,5,11,0.455,13,3,4,0.75,0,0,0.0,3,6,9,4,1,1,0,1,1,1,25.55,2019-20,1627749,Guard,SAS,20200106,21900546,3,0,True
J. Poeltl,1,1,1.0,2,0,0,0.0,0,0,0.0,0,4,4,1,1,0,0,0,2,0,12.766666666666667,2019-20,1627751,Center,SAS,20200106,21900546,2,0,False
B. Forbes,2,6,0.333,6,1,4,0.25,1,1,1.0,0,2,2,2,2,1,0,0,1,2,25.166666666666668,2019-20,1627854,Guard,SAS,20200106,21900546,11,0,True
D. Wilson,0,1,0.0,0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2.6,2019-20,1628391,Forward,MIL,20200106,21900546,-5,0,False
D. White,3,6,0.5,9,1,3,0.333,2,2,1.0,2,2,4,1,0,0,1,0,1,1,20.15,2019-20,1628401,Guard,SAS,20200106,21900546,14,0,False
S. Brown,0,1,0.0,0,0,1,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,2.6,2019-20,1628425,Guard,MIL,20200106,21900546,-5,0,False
D. DiVincenzo,6,12,0.5,16,2,6,0.333,2,3,0.667,1,3,4,1,1,1,0,0,3,3,26.65,2019-20,1628978,Guard,MIL,20200106,21900546,-13,0,False
C. Metu,1,1,1.0,2,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,2.3,2019-20,1629002,Forward,SAS,20200106,21900546,5,0,False
L. Walker IV,3,6,0.5,8,1,2,0.5,1,2,0.5,0,7,7,2,1,0,0,0,2,1,19.5,2019-20,1629022,Guard,SAS,20200106,21900546,16,0,False
D. Rose,9,21,0.429,24,2,5,0.4,4,4,1.0,0,3,3,7,4,1,0,0,2,2,30.54833333333333,2019-20,201565,Guard,DET,20200107,21900548,5,0,False
K. Love,12,15,0.8,30,4,6,0.667,2,2,1.0,0,9,9,4,4,1,0,0,3,1,36.34666666666666,2019-20,201567,Forward,CLE,20200107,21900548,-5,0,True
T. Thompson,3,7,0.429,8,0,0,0.0,2,2,1.0,6,9,15,4,2,0,2,0,4,1,31.73333333333333,2019-20,202684,Center,CLE,20200107,21900548,-17,0,True
B. Knight,5,9,0.556,13,3,7,0.429,0,0,0.0,0,2,2,5,2,0,1,0,1,1,24.166666666666668,2019-20,202688,Guard,CLE,20200107,21900548,7,0,False
A. Drummond,8,12,0.667,23,0,0,0.0,7,9,0.778,8,12,20,5,3,1,2,1,2,5,38.43333333333333,2019-20,203083,Center,DET,20200107,21900548,7,1,True
T. Snell,7,10,0.7,18,4,6,0.667,0,0,0.0,0,4,4,2,0,0,0,1,0,1,30.65,2019-20,203503,Guard,DET,20200107,21900548,14,0,True
M. Dellavedova,1,3,0.333,3,1,2,0.5,0,0,0.0,0,2,2,9,2,1,0,0,5,0,19.22833333333333,2019-20,203521,Guard,CLE,20200107,21900548,15,0,False
L. Galloway,1,5,0.2,3,1,3,0.333,0,0,0.0,0,0,0,0,0,0,0,0,5,0,19.305,2019-20,204038,Guard,DET,20200107,21900548,-1,0,False
C. Wood,2,7,0.286,6,1,4,0.25,1,1,1.0,0,6,6,0,0,0,0,0,1,2,13.35,2019-20,1626174,Forward,DET,20200107,21900548,-18,0,False
C. Osman,7,16,0.438,17,2,7,0.286,1,1,1.0,1,0,1,2,1,1,0,0,2,2,36.00833333333333,2019-20,1626224,Forward,CLE,20200107,21900548,-22,0,True
T. Maker,2,4,0.5,5,1,3,0.333,0,0,0.0,0,2,2,0,0,0,0,0,0,1,11.645,2019-20,1627748,Forward,DET,20200107,21900548,7,0,False
A. Zizic,2,3,0.667,5,0,0,0.0,1,1,1.0,1,8,9,0,1,1,1,0,1,2,16.266666666666666,2019-20,1627790,Center,CLE,20200107,21900548,15,0,False
B. Brown,3,11,0.273,9,0,1,0.0,3,3,1.0,1,1,2,7,1,2,1,0,1,2,28.21333333333333,2019-20,1628971,Guard,DET,20200107,21900548,-2,0,True
S. Mykhailiuk,4,12,0.333,12,4,10,0.4,0,0,0.0,0,1,1,5,0,1,0,2,1,1,34.50333333333333,2019-20,1629004,Guard,DET,20200107,21900548,2,0,True
C. Sexton,7,19,0.368,20,1,3,0.333,5,6,0.833,1,1,2,2,1,1,0,2,0,3,34.733333333333334,2019-20,1629012,Guard,CLE,20200107,21900548,-17,0,True
S. Doumbouya,6,9,0.667,15,0,1,0.0,3,4,0.75,1,1,2,0,1,3,0,0,3,5,33.35166666666667,2019-20,1629635,Forward,DET,20200107,21900548,-4,0,True
D. Garland,4,12,0.333,14,2,5,0.4,4,4,1.0,2,2,4,3,2,2,0,1,2,5,35.65,2019-20,1629636,Guard,CLE,20200107,21900548,1,0,True
D. Wade,1,1,1.0,3,1,1,1.0,0,0,0.0,0,2,2,0,1,0,0,0,1,0,5.866666666666666,2019-20,1629731,Forward,CLE,20200107,21900548,13,0,False
T. Gibson,2,5,0.4,4,0,0,0.0,0,0,0.0,0,0,0,1,2,0,0,0,3,1,11.666666666666666,2019-20,201959,Forward,NYK,20200108,21900561,-13,0,True
W. Ellington,4,6,0.667,11,3,5,0.6,0,0,0.0,0,3,3,2,1,0,0,0,0,1,22.116666666666667,2019-20,201961,Guard,NYK,20200108,21900561,6,0,False
E. Davis,0,1,0.0,1,0,0,0.0,1,2,0.5,2,0,2,0,0,0,1,0,1,1,6.616666666666666,2019-20,202334,Center,UTA,20200108,21900561,-5,0,False
B. Bogdanovic,7,14,0.5,20,4,10,0.4,2,2,1.0,0,3,3,3,0,0,1,0,0,2,26.0,2019-20,202711,Forward,UTA,20200108,21900561,33,0,True
R. Bullock,4,9,0.444,9,1,2,0.5,0,0,0.0,2,1,3,1,0,0,0,0,0,2,23.883333333333333,2019-20,203493,Guard,NYK,20200108,21900561,-30,0,True
R. Gobert,5,5,1.0,16,0,0,0.0,6,10,0.6,3,13,16,4,1,1,1,0,2,6,26.0,2019-20,203497,Center,UTA,20200108,21900561,33,1,True
E. Payton,6,13,0.462,13,1,1,1.0,0,0,0.0,1,1,2,0,1,0,0,3,1,0,24.3,2019-20,203901,Guard,NYK,20200108,21900561,-33,0,True
J. Clarkson,5,13,0.385,11,1,6,0.167,0,0,0.0,0,0,0,1,0,1,1,1,0,0,23.883333333333333,2019-20,203903,Guard,UTA,20200108,21900561,-3,0,False
J. Ingles,4,10,0.4,11,2,6,0.333,1,2,0.5,1,1,2,5,0,0,0,0,0,3,26.2,2019-20,204060,Forward,UTA,20200108,21900561,23,0,True
E. Mudiay,8,12,0.667,20,2,4,0.5,2,5,0.4,1,2,3,4,4,1,1,0,1,4,25.2,2019-20,1626144,Guard,UTA,20200108,21900561,9,0,False
B. Portis,5,17,0.294,13,2,4,0.5,1,1,1.0,7,6,13,6,0,0,0,1,5,4,28.83333333333333,2019-20,1626171,Forward,NYK,20200108,21900561,-18,1,True
R. O'Neale,3,5,0.6,8,2,3,0.667,0,0,0.0,0,7,7,2,0,1,0,0,2,0,29.116666666666667,2019-20,1626220,Forward,UTA,20200108,21900561,35,0,True
G. Niang,4,9,0.444,11,3,6,0.5,0,0,0.0,0,4,4,2,1,1,1,0,0,0,19.9,2019-20,1627777,Forward,UTA,20200108,21900561,-10,0,False
F. Ntilikina,6,10,0.6,16,1,3,0.333,3,3,1.0,1,3,4,3,0,1,0,1,2,3,18.716666666666665,2019-20,1628373,Guard,NYK,20200108,21900561,10,0,False
D. Mitchell,6,11,0.545,16,2,6,0.333,2,2,1.0,1,2,3,6,0,1,0,0,3,1,25.35,2019-20,1628378,Guard,UTA,20200108,21900561,2,0,True
T. Bradley,6,7,0.857,12,0,0,0.0,0,0,0.0,4,3,7,0,1,0,0,0,4,0,15.383333333333333,2019-20,1628396,Center,UTA,20200108,21900561,-4,0,False
D. Dotson,5,9,0.556,11,1,2,0.5,0,0,0.0,1,3,4,0,0,1,0,0,0,0,21.55,2019-20,1628422,Guard,NYK,20200108,21900561,-1,0,False
N. Williams-Goss,1,2,0.5,2,0,1,0.0,0,0,0.0,0,1,1,1,0,0,0,0,1,0,3.6,2019-20,1628430,Guard,UTA,20200108,21900561,5,0,False
K. Allen,1,2,0.5,2,0,1,0.0,0,0,0.0,0,0,0,2,0,0,0,0,0,0,4.983333333333333,2019-20,1628443,Guard,NYK,20200108,21900561,-1,0,False
K. Knox II,2,10,0.2,6,0,5,0.0,2,2,1.0,1,5,6,0,1,0,0,1,3,1,29.266666666666666,2019-20,1628995,Forward,NYK,20200108,21900561,-9,0,False
M. Robinson,3,4,0.75,6,0,0,0.0,0,0,0.0,1,3,4,1,1,0,1,0,2,0,22.23333333333333,2019-20,1629011,Center,NYK,20200108,21900561,-7,0,False
R. Barrett,3,10,0.3,10,0,1,0.0,4,4,1.0,0,2,2,0,3,1,0,0,1,2,27.466666666666665,2019-20,1629628,Forward,NYK,20200108,21900561,-23,0,True
I. Brazdeikis,1,2,0.5,3,0,1,0.0,1,1,1.0,0,0,0,2,0,0,0,0,0,1,4.983333333333333,2019-20,1629649,Forward,NYK,20200108,21900561,-1,0,False
R. Tucker,0,1,0.0,0,0,1,0.0,0,0,0.0,0,2,2,1,0,0,0,0,1,0,9.15,2019-20,1629730,Guard,UTA,20200108,21900561,-3,0,False
J. Morgan,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,3.6,2019-20,1629752,Forward,UTA,20200108,21900561,5,0,False
G. Hayward,8,11,0.727,19,2,2,1.0,1,1,1.0,1,4,5,3,1,1,1,0,1,1,28.216666666666665,2019-20,202330,Forward,BOS,20200111,21900578,38,0,True
E. Kanter,10,13,0.769,22,0,0,0.0,2,2,1.0,7,12,19,1,1,0,0,0,3,1,23.08333333333333,2019-20,202683,Center,BOS,20200111,21900578,11,1,False
K. Walker,6,12,0.5,17,2,7,0.286,3,4,0.75,0,5,5,7,1,1,0,0,2,3,28.85,2019-20,202689,Guard,BOS,20200111,21900578,0,0,True
E. Moore,4,12,0.333,10,2,6,0.333,0,0,0.0,2,2,4,2,1,1,0,2,2,1,27.65,2019-20,202734,Guard,NOP,20200111,21900578,-13,0,True
B. Wanamaker,2,5,0.4,4,0,0,0.0,0,0,0.0,0,1,1,3,1,1,1,2,2,0,16.083333333333332,2019-20,202954,Guard,BOS,20200111,21900578,23,0,False
M. Smart,1,4,0.25,4,0,0,0.0,2,2,1.0,0,4,4,6,1,0,0,1,1,3,21.433333333333334,2019-20,203935,Guard,BOS,20200111,21900578,14,0,False
J. Okafor,3,4,0.75,8,0,0,0.0,2,3,0.667,3,1,4,1,1,0,1,0,1,2,13.883333333333333,2019-20,1626143,Center,NOP,20200111,21900578,-14,0,False
B. Ingram,4,15,0.267,16,3,8,0.375,5,6,0.833,1,2,3,5,5,1,1,1,2,7,31.016666666666666,2019-20,1627742,Forward,NOP,20200111,21900578,-32,0,True
J. Brown,4,15,0.267,13,2,4,0.5,3,4,0.75,0,0,0,2,1,3,0,2,3,3,30.466666666666665,2019-20,1627759,Guard,BOS,20200111,21900578,26,0,True
L. Ball,4,12,0.333,10,2,7,0.286,0,0,0.0,3,10,13,10,4,0,1,0,1,2,33.266666666666666,2019-20,1628366,Guard,NOP,20200111,21900578,-27,1,True
J. Tatum,16,22,0.727,41,6,9,0.667,3,3,1.0,0,6,6,4,0,3,0,1,1,4,30.383333333333333,2019-20,1628369,Forward,BOS,20200111,21900578,30,0,True
S. Ojeleye,2,3,0.667,5,1,1,1.0,0,0,0.0,1,2,3,0,0,0,0,0,0,0,12.0,2019-20,1628400,Forward,BOS,20200111,21900578,3,0,False
F. Jackson,9,18,0.5,22,4,10,0.4,0,2,0.0,0,0,0,2,2,0,1,0,5,2,32.55,2019-20,1628402,Guard,NOP,20200111,21900578,-9,0,False
J. Hart,3,12,0.25,7,1,8,0.125,0,0,0.0,3,6,9,2,1,0,0,0,1,1,33.38333333333333,2019-20,1628404,Guard,NOP,20200111,21900578,-29,0,True
D. Theis,3,7,0.429,6,0,2,0.0,0,0,0.0,1,3,4,1,1,2,1,0,4,1,14.95,2019-20,1628464,Forward,BOS,20200111,21900578,12,0,True
C. Edwards,1,5,0.2,2,0,3,0.0,0,0,0.0,0,0,0,1,0,1,0,0,0,0,9.116666666666667,2019-20,1629035,Guard,BOS,20200111,21900578,7,0,False
J. Hayes,9,13,0.692,20,0,0,0.0,2,5,0.4,1,1,2,1,1,0,2,0,1,5,26.116666666666667,2019-20,1629637,Center,NOP,20200111,21900578,-27,0,True
N. Alexander-Walker,2,10,0.2,5,1,5,0.2,0,0,0.0,1,2,3,4,0,0,0,0,3,1,22.6,2019-20,1629638,Guard,NOP,20200111,21900578,-22,0,False
G. Williams,0,0,0.0,0,0,0,0.0,0,0,0.0,0,1,1,1,2,0,0,0,6,1,13.416666666666666,2019-20,1629684,Forward,BOS,20200111,21900578,8,0,False
N. Melli,2,4,0.5,7,1,1,1.0,2,2,1.0,1,4,5,2,1,2,0,0,3,2,19.53333333333333,2019-20,1629740,Forward,NOP,20200111,21900578,-2,0,False
J. Green,2,3,0.667,7,1,1,1.0,2,2,1.0,0,5,5,0,1,2,0,0,0,2,12.0,2019-20,1629750,Guard,BOS,20200111,21900578,3,0,False
G. Dragic,3,7,0.429,6,0,2,0.0,0,0,0.0,1,1,2,4,5,0,0,1,2,1,23.866666666666667,2019-20,201609,Guard,MIA,20200112,21900584,-2,0,False
J. Johnson,6,7,0.857,19,3,3,1.0,4,5,0.8,2,2,4,0,1,0,1,0,6,3,20.57,2019-20,201949,Forward,MIA,20200112,21900584,-3,0,False
T. Gibson,5,6,0.833,14,0,0,0.0,4,4,1.0,4,4,8,1,1,1,1,0,3,3,31.4,2019-20,201959,Forward,NYK,20200112,21900584,13,0,True
J. Butler,8,15,0.533,25,0,0,0.0,9,11,0.818,2,9,11,6,1,0,1,1,1,7,34.916666666666664,2019-20,202710,Forward,MIA,20200112,21900584,1,1,True
M. Leonard,2,3,0.667,7,2,3,0.667,1,2,0.5,1,3,4,3,1,0,0,0,2,4,23.85333333333333,2019-20,203086,Forward,MIA,20200112,21900584,-4,0,True
R. Bullock,6,16,0.375,16,4,12,0.333,0,0,0.0,0,1,1,4,1,2,0,0,5,0,28.48333333333333,2019-20,203493,Guard,NYK,20200112,21900584,1,0,True
E. Payton,5,11,0.455,10,0,2,0.0,0,0,0.0,0,4,4,5,0,2,0,2,1,0,31.25,2019-20,203901,Guard,NYK,20200112,21900584,2,0,True
J. Randle,10,22,0.455,26,1,5,0.2,5,6,0.833,3,5,8,4,1,2,0,1,3,6,32.78333333333333,2019-20,203944,Forward,NYK,20200112,21900584,-2,0,True
B. Portis,1,2,0.5,4,0,1,0.0,2,2,1.0,0,1,1,3,0,0,0,0,1,1,17.216666666666665,2019-20,1626171,Forward,NYK,20200112,21900584,1,0,False
D. Jones Jr.,1,2,0.5,3,1,2,0.5,0,0,0.0,0,2,2,0,0,0,2,0,2,0,18.7,2019-20,1627884,Forward,MIA,20200112,21900584,4,0,False
B. Adebayo,5,7,0.714,15,0,0,0.0,5,6,0.833,2,4,6,5,5,0,0,1,4,6,37.25,2019-20,1628389,Center,MIA,20200112,21900584,-2,0,True
D. Dotson,1,7,0.143,2,0,2,0.0,0,1,0.0,1,1,2,1,0,1,0,2,1,2,7.9,2019-20,1628422,Guard,NYK,20200112,21900584,-1,0,False
K. Allen,4,7,0.571,10,1,2,0.5,1,1,1.0,1,1,2,1,0,1,1,0,0,1,16.75,2019-20,1628443,Guard,NYK,20200112,21900584,1,0,False
K. Knox II,6,8,0.75,17,2,4,0.5,3,4,0.75,1,4,5,2,0,0,0,0,2,3,19.98333333333333,2019-20,1628995,Forward,NYK,20200112,21900584,4,0,False
M. Robinson,1,1,1.0,2,0,0,0.0,0,0,0.0,0,3,3,0,3,0,1,0,5,0,14.6,2019-20,1629011,Center,NYK,20200112,21900584,-6,0,False
D. Robinson,3,10,0.3,11,3,10,0.3,2,2,1.0,0,4,4,4,1,0,0,0,3,1,27.691666666666663,2019-20,1629130,Forward,MIA,20200112,21900584,6,0,True
K. Nunn,9,15,0.6,20,2,7,0.286,0,0,0.0,0,2,2,1,0,1,1,0,1,0,31.221666666666668,2019-20,1629134,Guard,MIA,20200112,21900584,-1,0,True
R. Barrett,7,10,0.7,23,1,3,0.333,8,10,0.8,0,5,5,3,0,2,0,0,2,8,39.63333333333333,2019-20,1629628,Forward,NYK,20200112,21900584,2,0,True
T. Herro,5,12,0.417,15,3,8,0.375,2,2,1.0,0,4,4,1,0,0,0,0,3,1,21.93,2019-20,1629639,Guard,MIA,20200112,21900584,-14,0,False
T. Ariza,1,3,0.333,3,1,3,0.333,0,0,0.0,0,1,1,2,0,1,0,0,2,0,18.916666666666668,2019-20,2772,Forward,SAC,20200115,21900612,3,0,False
N. Bjelica,5,12,0.417,11,1,4,0.25,0,0,0.0,4,8,12,5,0,2,0,0,4,0,36.111666666666665,2019-20,202357,Forward,SAC,20200115,21900612,-11,1,True
C. Joseph,3,6,0.5,7,0,1,0.0,1,2,0.5,2,0,2,3,0,0,0,0,1,1,18.2,2019-20,202709,Guard,SAC,20200115,21900612,-5,0,False
H. Barnes,10,18,0.556,25,2,4,0.5,3,4,0.75,2,6,8,2,0,1,0,1,1,3,38.516666666666666,2019-20,203084,Forward,SAC,20200115,21900612,2,0,True
T. Hardaway Jr.,7,15,0.467,18,3,9,0.333,1,1,1.0,1,5,6,2,0,1,0,0,4,1,30.50333333333333,2019-20,203501,Guard,DAL,20200115,21900612,11,0,True
S. Curry,7,11,0.636,21,5,8,0.625,2,4,0.5,1,0,1,0,2,0,0,0,2,2,26.366666666666667,2019-20,203552,Guard,DAL,20200115,21900612,-6,0,False
D. Powell,8,10,0.8,17,0,0,0.0,1,1,1.0,6,3,9,1,0,0,0,0,2,3,34.52166666666667,2019-20,203939,Forward,DAL,20200115,21900612,-6,0,True
D. Wright,4,7,0.571,8,0,2,0.0,0,0,0.0,1,2,3,4,0,0,1,0,2,0,13.966666666666669,2019-20,1626153,Guard,DAL,20200115,21900612,-2,0,False
B. Hield,10,23,0.435,25,3,11,0.273,2,3,0.667,0,3,3,2,3,0,0,0,2,1,37.46666666666667,2019-20,1627741,Guard,SAC,20200115,21900612,-8,0,True
Y. Ferrell,3,5,0.6,9,3,5,0.6,0,0,0.0,0,0,0,1,0,0,0,0,1,0,14.566666666666666,2019-20,1627812,Guard,SAC,20200115,21900612,-7,0,False
D. Finney-Smith,4,8,0.5,15,2,5,0.4,5,6,0.833,2,6,8,0,1,1,0,0,2,4,39.14666666666667,2019-20,1627827,Forward,DAL,20200115,21900612,9,0,True
D. Fox,11,17,0.647,27,2,4,0.5,3,9,0.333,2,5,7,12,3,1,0,0,4,12,37.53666666666667,2019-20,1628368,Guard,SAC,20200115,21900612,0,1,True
J. Jackson,3,9,0.333,7,1,5,0.2,0,0,0.0,0,1,1,0,0,0,0,0,1,0,20.9,2019-20,1628382,Forward,DAL,20200115,21900612,-3,0,False
H. Giles III,2,3,0.667,4,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,1,2,0,8.685,2019-20,1628385,Forward,SAC,20200115,21900612,0,0,False
M. Kleber,5,9,0.556,14,2,5,0.4,2,2,1.0,2,2,4,0,2,1,1,0,2,1,30.195,2019-20,1628467,Forward,DAL,20200115,21900612,13,0,True
M. Bagley III,5,9,0.556,12,0,1,0.0,2,2,1.0,1,6,7,1,2,0,0,0,5,1,30.0,2019-20,1628963,Forward,SAC,20200115,21900612,6,0,True
J. Brunson,1,5,0.2,2,0,1,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,3,10.28,2019-20,1628973,Guard,DAL,20200115,21900612,-5,0,False
L. Doncic,8,18,0.444,25,0,5,0.0,9,10,0.9,0,15,15,17,6,0,0,0,3,8,34.12,2019-20,1629029,Forward,DAL,20200115,21900612,9,1,True
G. Dragic,7,16,0.438,18,1,6,0.167,3,4,0.75,0,2,2,4,4,1,0,0,4,3,31.61,2019-20,201609,Guard,MIA,20200120,21900644,3,0,False
J. Johnson,9,11,0.818,22,4,5,0.8,0,1,0.0,0,6,6,3,0,0,2,0,1,2,29.215,2019-20,201949,Forward,MIA,20200120,21900644,0,0,False
N. Bjelica,8,13,0.615,22,2,6,0.333,4,4,1.0,3,3,6,3,2,1,0,0,3,7,37.208333333333336,2019-20,202357,Forward,SAC,20200120,21900644,-5,0,True
C. Joseph,2,3,0.667,4,0,1,0.0,0,0,0.0,0,0,0,3,0,0,0,0,2,1,18.131666666666668,2019-20,202709,Guard,SAC,20200120,21900644,3,0,False
H. Barnes,3,11,0.273,11,2,6,0.333,3,4,0.75,2,3,5,1,0,1,0,0,0,3,32.663333333333334,2019-20,203084,Forward,SAC,20200120,21900644,1,0,True
M. Leonard,3,6,0.5,7,1,4,0.25,0,0,0.0,1,5,6,2,1,3,0,0,1,1,20.231666666666666,2019-20,203086,Forward,MIA,20200120,21900644,2,0,True
D. Dedmon,2,5,0.4,6,0,1,0.0,2,3,0.667,2,6,8,0,2,0,0,0,3,2,13.511666666666668,2019-20,203473,Center,SAC,20200120,21900644,6,0,False
K. Olynyk,2,4,0.5,5,0,2,0.0,1,1,1.0,0,6,6,1,0,1,0,0,2,2,18.316666666666663,2019-20,203482,Forward,MIA,20200120,21900644,-5,0,False
B. Bogdanovic,5,15,0.333,14,3,11,0.273,1,2,0.5,1,1,2,2,3,1,1,1,4,3,34.2,2019-20,203992,Guard,SAC,20200120,21900644,-7,0,False
B. Hield,7,19,0.368,20,5,17,0.294,1,1,1.0,2,5,7,7,2,3,2,0,4,0,42.6,2019-20,1627741,Guard,SAC,20200120,21900644,1,0,True
Y. Ferrell,3,5,0.6,7,1,1,1.0,0,0,0.0,1,3,4,1,0,1,0,0,0,1,10.533333333333331,2019-20,1627812,Guard,SAC,20200120,21900644,1,0,False
D. Jones Jr.,2,3,0.667,7,1,2,0.5,2,2,1.0,0,3,3,1,1,0,0,0,2,2,27.815,2019-20,1627884,Forward,MIA,20200120,21900644,-2,0,True
D. Fox,7,22,0.318,14,0,7,0.0,0,0,0.0,0,2,2,8,4,3,0,1,1,1,37.705,2019-20,1628368,Guard,SAC,20200120,21900644,-16,0,True
B. Adebayo,6,9,0.667,16,0,0,0.0,4,6,0.667,4,7,11,5,5,1,1,1,4,4,39.67166666666667,2019-20,1628389,Center,MIA,20200120,21900644,13,1,True
M. Bagley III,7,13,0.538,15,0,1,0.0,1,1,1.0,5,10,15,2,2,1,0,1,4,2,38.395,2019-20,1628963,Forward,SAC,20200120,21900644,-9,1,True
D. Robinson,4,11,0.364,12,4,10,0.4,0,0,0.0,0,1,1,2,2,0,0,0,3,1,37.54,2019-20,1629130,Forward,MIA,20200120,21900644,4,0,True
K. Nunn,7,17,0.412,25,3,9,0.333,8,8,1.0,0,7,7,6,6,0,0,1,1,6,43.17,2019-20,1629134,Guard,MIA,20200120,21900644,11,0,True
T. Herro,2,6,0.333,6,2,4,0.5,0,0,0.0,0,0,0,2,2,3,0,1,2,0,17.43,2019-20,1629639,Guard,MIA,20200120,21900644,-1,0,False
J. James,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0516666666666666,2019-20,1629713,Guard,SAC,20200120,21900644,0,0,False
T. Sefolosha,3,5,0.6,6,0,2,0.0,0,1,0.0,0,3,3,0,0,0,1,0,2,1,15.466666666666669,2019-20,200757,Forward,HOU,20200126,21900685,3,0,False
P. Tucker,1,3,0.333,5,1,2,0.5,2,2,1.0,3,5,8,2,1,2,2,0,3,1,38.43333333333333,2019-20,200782,Forward,HOU,20200126,21900685,6,0,True
R. Westbrook,14,29,0.483,32,0,1,0.0,4,5,0.8,3,4,7,7,10,2,1,3,4,5,39.11666666666667,2019-20,201566,Guard,HOU,20200126,21900685,-8,0,True
E. Gordon,5,14,0.357,19,2,10,0.2,7,7,1.0,0,3,3,1,2,1,1,0,1,6,35.46666666666667,2019-20,201569,Guard,HOU,20200126,21900685,-10,0,True
A. Rivers,5,9,0.556,13,2,4,0.5,1,4,0.25,0,6,6,4,0,0,0,0,4,4,33.63333333333333,2019-20,203085,Guard,HOU,20200126,21900685,-7,0,False
W. Barton,5,8,0.625,11,1,2,0.5,0,0,0.0,0,2,2,3,1,1,0,0,4,0,24.53333333333333,2019-20,203115,Guard,DEN,20200126,21900685,4,0,True
B. McLemore,6,11,0.545,15,3,7,0.429,0,0,0.0,0,0,0,0,1,0,0,0,2,1,21.766666666666666,2019-20,203463,Guard,HOU,20200126,21900685,-11,0,True
G. Harris,3,5,0.6,6,0,0,0.0,0,0,0.0,0,2,2,4,0,2,0,0,1,0,22.616666666666667,2019-20,203914,Guard,DEN,20200126,21900685,10,0,True
J. Grant,8,12,0.667,25,3,3,1.0,6,6,1.0,2,2,4,3,1,0,1,2,4,8,29.08333333333333,2019-20,203924,Forward,DEN,20200126,21900685,10,0,True
C. Capela,3,8,0.375,9,0,0,0.0,3,6,0.5,8,4,12,2,2,0,1,0,3,4,28.65,2019-20,203991,Center,HOU,20200126,21900685,-2,0,True
N. Jokic,9,18,0.5,24,0,2,0.0,6,7,0.857,2,10,12,11,6,2,0,2,4,8,38.43333333333333,2019-20,203999,Center,DEN,20200126,21900685,0,1,True
M. Beasley,3,11,0.273,10,0,4,0.0,4,4,1.0,0,3,3,1,2,3,0,0,1,3,25.616666666666667,2019-20,1627736,Guard,DEN,20200126,21900685,-1,0,False
D. House Jr.,3,9,0.333,11,3,7,0.429,2,2,1.0,1,4,5,3,0,1,1,0,2,1,27.466666666666665,2019-20,1627863,Forward,HOU,20200126,21900685,-6,0,False
